Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category,District Office Location
2013,2009,2097,English Valleys,32,33,96.97,95.01 - 100.00%,"211 S College Street
North English, Iowa 52316
(41.513765134000494, -92.0804805789997)"
2014,2010,2097,English Valleys,30,34,88.24,85.01 - 90.00%,"211 S College Street
North English, Iowa 52316
(41.51376513400004, -92.08048057799994)"
2009,2005,2113,Essex,24,24,100.00,95.01 - 100.00%,"111 Forbes St
Essex, Iowa 51638
(40.827249474000496, -95.30856957899965)"
2010,2006,2113,Essex,14,15,93.33,90.01 - 95.00%,"111 Forbes St
Essex, Iowa 51638
(40.827249474000496, -95.30856957899965)"
2011,2007,2113,Essex,,,,Not Reportable,"111 Forbes St
Essex, Iowa 51638
(40.827249474000496, -95.30856957899965)"
2012,2008,2113,Essex,18,20,90.00,85.01 - 90.00%,"111 Forbes St
Essex, Iowa 51638
(40.827249474000496, -95.30856957899965)"
2013,2009,2113,Essex,16,18,88.89,85.01 - 90.00%,"111 Forbes St
Essex, Iowa 51638
(40.827249474000496, -95.30856957899965)"
2014,2010,2113,Essex,25,26,96.15,95.01 - 100.00%,"111 Forbes St
Essex, Iowa 51638
(40.82724947300005, -95.30856957899994)"
2009,2005,2124,Estherville Lincoln Central,88,96,91.67,90.01 - 95.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.39514234900048, -94.81777012399965)"
2010,2006,2124,Estherville Lincoln Central,89,107,83.18,80.01 - 85.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.39514234900048, -94.81777012399965)"
2011,2007,2124,Estherville Lincoln Central,78,90,86.67,85.01 - 90.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.39514234900048, -94.81777012399965)"
2012,2008,2124,Estherville Lincoln Central,87,92,94.57,90.01 - 95.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.39514234900048, -94.81777012399965)"
2013,2009,2124,Estherville Lincoln Central,68,81,83.95,80.01 - 85.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.39514234900048, -94.81777012399965)"
2014,2010,2124,Estherville Lincoln Central,76,87,87.36,85.01 - 90.00%,"1814 7th Ave S
Estherville, Iowa 51334
(43.395142349000025, -94.81777012299995)"
2009,2005,2151,Exira,19,20,95.00,90.01 - 95.00%,"105 East School Street
Exira, Iowa 500760335
(41.58636295000048, -94.87456033199965)"
2010,2006,2151,Exira,27,28,96.43,95.01 - 100.00%,"105 East School Street
Exira, Iowa 500760335
(41.58636295000048, -94.87456033199965)"
2011,2007,2151,Exira,15,18,83.33,80.01 - 85.00%,"105 East School Street
Exira, Iowa 500760335
(41.58636295000048, -94.87456033199965)"
2014,2010,2151,Exira-Elk Horn-Kimballton,37,38,97.37,95.01 - 100.00%,"4114 Madison St
Elk Horn, Iowa 51531
(41.590791169000056, -95.05606776399998)"
2009,2005,2169,Fairfield,127,140,90.71,90.01 - 95.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122800045, -91.98420215499965)"
2010,2006,2169,Fairfield,138,154,89.61,85.01 - 90.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122800045, -91.98420215499965)"
2011,2007,2169,Fairfield,117,135,86.67,85.01 - 90.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122800045, -91.98420215499965)"
2012,2008,2169,Fairfield,106,131,80.92,80.01 - 85.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122800045, -91.98420215499965)"
2013,2009,2169,Fairfield,117,135,86.67,85.01 - 90.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122800045, -91.98420215499965)"
2014,2010,2169,Fairfield,106,120,88.33,85.01 - 90.00%,"403 South 20th Street
Fairfield, Iowa 52556
(41.00355122700006, -91.98420215499999)"
2009,2005,2205,Farragut,23,24,95.83,95.01 - 100.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.722682790000476, -95.48092674399965)"
2010,2006,2205,Farragut,25,28,89.29,85.01 - 90.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.722682790000476, -95.48092674399965)"
2011,2007,2205,Farragut,11,14,78.57,75.01 - 80.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.722682790000476, -95.48092674399965)"
2012,2008,2205,Farragut,25,26,96.15,95.01 - 100.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.722682790000476, -95.48092674399965)"
2013,2009,2205,Farragut,33,33,100.00,95.01 - 100.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.722682790000476, -95.48092674399965)"
2014,2010,2205,Farragut,17,20,85.00,80.01 - 85.00%,"907 Hartford Ave
Farragut, Iowa 51639
(40.72268279000008, -95.48092674399999)"
2009,2005,2295,Forest City,102,108,94.44,90.01 - 95.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603100047, -93.63835322399967)"
2010,2006,2295,Forest City,89,101,88.12,85.01 - 90.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603100047, -93.63835322399967)"
2011,2007,2295,Forest City,101,110,91.82,90.01 - 95.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603100047, -93.63835322399967)"
2012,2008,2295,Forest City,86,92,93.48,90.01 - 95.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603100047, -93.63835322399967)"
2013,2009,2295,Forest City,77,83,92.77,90.01 - 95.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603100047, -93.63835322399967)"
2014,2010,2295,Forest City,77,83,92.77,90.01 - 95.00%,"145 S Clark St
Forest City, Iowa 50436
(43.26267603200006, -93.63835322399996)"
2009,2005,2313,Fort Dodge,272,311,87.46,85.01 - 90.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700045, -94.17497777899968)"
2010,2006,2313,Fort Dodge,244,277,88.09,85.01 - 90.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700045, -94.17497777899968)"
2011,2007,2313,Fort Dodge,251,305,82.30,80.01 - 85.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700045, -94.17497777899968)"
2012,2008,2313,Fort Dodge,225,266,84.59,80.01 - 85.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700045, -94.17497777899968)"
2013,2009,2313,Fort Dodge,226,262,86.26,85.01 - 90.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700045, -94.17497777899968)"
2014,2010,2313,Fort Dodge,214,267,80.15,80.01 - 85.00%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.50439854700005, -94.17497777899996)"
2009,2005,2322,Fort Madison,144,182,79.12,75.01 - 80.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305000446, -91.33224316499968)"
2010,2006,2322,Fort Madison,127,159,79.87,75.01 - 80.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305000446, -91.33224316499968)"
2011,2007,2322,Fort Madison,156,182,85.71,85.01 - 90.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305000446, -91.33224316499968)"
2012,2008,2322,Fort Madison,120,147,81.63,80.01 - 85.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305000446, -91.33224316499968)"
2013,2009,2322,Fort Madison,140,158,88.61,85.01 - 90.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305000446, -91.33224316499968)"
2014,2010,2322,Fort Madison,135,144,93.75,90.01 - 95.00%,"1930 Ave M
Fort Madison, Iowa 52627
(40.62640530400006, -91.33224316499997)"
2009,2005,2369,Fremont-Mills,44,48,91.67,90.01 - 95.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.89794132300045, -95.67133578299968)"
2010,2006,2369,Fremont-Mills,36,38,94.74,90.01 - 95.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.89794132300045, -95.67133578299968)"
2011,2007,2369,Fremont-Mills,37,41,90.24,90.01 - 95.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.89794132300045, -95.67133578299968)"
2012,2008,2369,Fremont-Mills,23,26,88.46,85.01 - 90.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.89794132300045, -95.67133578299968)"
2013,2009,2369,Fremont-Mills,39,41,95.12,95.01 - 100.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.89794132300045, -95.67133578299968)"
2014,2010,2369,Fremont-Mills,23,24,95.83,95.01 - 100.00%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.883112063000056, -95.67116572199996)"
2009,2005,2376,Galva-Holstein,41,44,93.18,90.01 - 95.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000464, -95.54136202499967)"
2010,2006,2376,Galva-Holstein,28,29,96.55,95.01 - 100.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000464, -95.54136202499967)"
2011,2007,2376,Galva-Holstein,56,58,96.55,95.01 - 100.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000464, -95.54136202499967)"
2012,2008,2376,Galva-Holstein,53,53,100.00,95.01 - 100.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000464, -95.54136202499967)"
2013,2009,2376,Galva-Holstein,55,57,96.49,95.01 - 100.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000464, -95.54136202499967)"
2014,2010,2376,Galva-Holstein,61,62,98.39,95.01 - 100.00%,"519 E Maple
Holstein, Iowa 51025
(42.487382109000066, -95.54136202499996)"
2009,2005,2403,Garner-Hayfield,68,70,97.14,95.01 - 100.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700045, -93.61007927499969)"
2010,2006,2403,Garner-Hayfield,51,55,92.73,90.01 - 95.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700045, -93.61007927499969)"
2011,2007,2403,Garner-Hayfield,64,67,95.52,95.01 - 100.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700045, -93.61007927499969)"
2012,2008,2403,Garner-Hayfield,70,73,95.89,95.01 - 100.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700045, -93.61007927499969)"
2013,2009,2403,Garner-Hayfield,75,76,98.68,95.01 - 100.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700045, -93.61007927499969)"
2014,2010,2403,Garner-Hayfield,94,98,95.92,95.01 - 100.00%,"605 Lyon Street
Garner, Iowa 504380449
(43.09048881700005, -93.61007927499998)"
2009,2005,2457,George-Little Rock,37,41,90.24,90.01 - 95.00%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499000046, -95.99768952499966)"
2010,2006,2457,George-Little Rock,33,33,100.00,95.01 - 100.00%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499000046, -95.99768952499966)"
2011,2007,2457,George-Little Rock,33,34,97.06,95.01 - 100.00%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499000046, -95.99768952499966)"
2012,2008,2457,George-Little Rock,33,34,97.06,95.01 - 100.00%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499000046, -95.99768952499966)"
2013,2009,2457,George-Little Rock,26,27,96.30,95.01 - 100.00%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499000046, -95.99768952499966)"
2014,2010,2457,George-Little Rock,29,30,96.67,95.01 - 100.00%,"500 E Indiana Ave
George, Iowa 51237
(43.341424990000064, -95.99768952499994)"
2009,2005,2466,Gilbert,78,82,95.12,95.01 - 100.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000454, -93.64164189299964)"
2010,2006,2466,Gilbert,97,101,96.04,95.01 - 100.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000454, -93.64164189299964)"
2011,2007,2466,Gilbert,74,80,92.50,90.01 - 95.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000454, -93.64164189299964)"
2012,2008,2466,Gilbert,83,85,97.65,95.01 - 100.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000454, -93.64164189299964)"
2013,2009,2466,Gilbert,94,94,100.00,95.01 - 100.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000454, -93.64164189299964)"
2014,2010,2466,Gilbert,76,79,96.20,95.01 - 100.00%,"103 Mathews Dr
Gilbert, Iowa 50105
(42.106768816000056, -93.64164189299998)"
2009,2005,2502,Gladbrook-Reinbeck,66,68,97.06,95.01 - 100.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.31849866800047, -92.59963443399965)"
2010,2006,2502,Gladbrook-Reinbeck,56,61,91.80,90.01 - 95.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.31849866800047, -92.59963443399965)"
2011,2007,2502,Gladbrook-Reinbeck,57,58,98.28,95.01 - 100.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.31849866800047, -92.59963443399965)"
2012,2008,2502,Gladbrook-Reinbeck,55,61,90.16,90.01 - 95.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.31849866800047, -92.59963443399965)"
2013,2009,2502,Gladbrook-Reinbeck,36,39,92.31,90.01 - 95.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.31849866800047, -92.59963443399965)"
2014,2010,2502,Gladbrook-Reinbeck,43,44,97.73,95.01 - 100.00%,"300 Cedar Street
Reinbeck, Iowa 50669
(42.318498668000075, -92.59963443399994)"
2009,2005,2511,Glenwood,146,162,90.12,90.01 - 95.00%,"103 Central St
Glenwood, Iowa 51534
(41.03993721600045, -95.73741896899969)"
2010,2006,2511,Glenwood,136,147,92.52,90.01 - 95.00%,"103 Central St
Glenwood, Iowa 51534
(41.03993721600045, -95.73741896899969)"
2011,2007,2511,Glenwood,156,174,89.66,85.01 - 90.00%,"103 Central St
Glenwood, Iowa 51534
(41.03993721600045, -95.73741896899969)"
2012,2008,2511,Glenwood,132,145,91.03,90.01 - 95.00%,"103 Central St
Glenwood, Iowa 51534
(41.03993721600045, -95.73741896899969)"
2013,2009,2511,Glenwood,141,151,93.38,90.01 - 95.00%,"103 Central St
Glenwood, Iowa 51534
(41.03993721600045, -95.73741896899969)"
2014,2010,2511,Glenwood,137,149,91.95,90.01 - 95.00%,"103 Central St
Glenwood, Iowa 51534
(41.039937215000066, -95.73741896799999)"
2009,2005,2520,Glidden-Ralston,38,38,100.00,95.01 - 100.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000464, -94.72893380499966)"
2010,2006,2520,Glidden-Ralston,26,26,100.00,95.01 - 100.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000464, -94.72893380499966)"
2011,2007,2520,Glidden-Ralston,35,35,100.00,95.01 - 100.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000464, -94.72893380499966)"
2012,2008,2520,Glidden-Ralston,29,31,93.55,90.01 - 95.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000464, -94.72893380499966)"
2013,2009,2520,Glidden-Ralston,25,25,100.00,95.01 - 100.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000464, -94.72893380499966)"
2014,2010,2520,Glidden-Ralston,29,29,100.00,95.01 - 100.00%,"602 Idaho
Glidden, Iowa 51443
(42.061401498000066, -94.72893380499994)"
2009,2005,2682,GMG,31,34,91.18,90.01 - 95.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100049, -92.6741802629997)"
2010,2006,2682,GMG,35,36,97.22,95.01 - 100.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100049, -92.6741802629997)"
2011,2007,2682,GMG,39,42,92.86,90.01 - 95.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100049, -92.6741802629997)"
2012,2008,2682,GMG,32,35,91.43,90.01 - 95.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100049, -92.6741802629997)"
2013,2009,2682,GMG,17,18,94.44,90.01 - 95.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100049, -92.6741802629997)"
2014,2010,2682,GMG,38,39,97.44,95.01 - 100.00%,"306 Park Street
Garwin, Iowa 506329730
(42.09468631100003, -92.67418026299998)"
2009,2005,2556,Graettinger,34,35,97.14,95.01 - 100.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900046, -94.75452129499968)"
2010,2006,2556,Graettinger,21,22,95.45,95.01 - 100.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900046, -94.75452129499968)"
2011,2007,2556,Graettinger-Terril,23,24,95.83,95.01 - 100.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900046, -94.75452129499968)"
2012,2008,2556,Graettinger-Terril,28,29,96.55,95.01 - 100.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900046, -94.75452129499968)"
2013,2009,2556,Graettinger-Terril,20,21,95.24,95.01 - 100.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900046, -94.75452129499968)"
2014,2010,2556,Graettinger-Terril,25,28,89.29,85.01 - 90.00%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.23680913900006, -94.75452129499996)"
2009,2005,2664,Greene,49,54,90.74,90.01 - 95.00%,"201 N 5th St
Greene, Iowa 506360190
(42.89914500000049, -92.79894454599969)"
2010,2006,2664,Greene,47,52,90.38,90.01 - 95.00%,"201 N 5th St
Greene, Iowa 506360190
(42.89914500000049, -92.79894454599969)"
2011,2007,2664,Greene,32,34,94.12,90.01 - 95.00%,"201 N 5th St
Greene, Iowa 506360190
(42.89914500000049, -92.79894454599969)"
2014,2010,3195,Greene County,78,85,91.76,90.01 - 95.00%,"204 W Madison Ave
Jefferson, Iowa 50129
(42.01231775000008, -94.37712027299995)"
2009,2005,2709,Grinnell-Newburg,115,132,87.12,85.01 - 90.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.7432680120005, -92.72292063099968)"
2010,2006,2709,Grinnell-Newburg,133,141,94.33,90.01 - 95.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.7432680120005, -92.72292063099968)"
2011,2007,2709,Grinnell-Newburg,124,138,89.86,85.01 - 90.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.7432680120005, -92.72292063099968)"
2012,2008,2709,Grinnell-Newburg,119,131,90.84,90.01 - 95.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.7432680120005, -92.72292063099968)"
2013,2009,2709,Grinnell-Newburg,122,129,94.57,90.01 - 95.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.7432680120005, -92.72292063099968)"
2014,2010,2709,Grinnell-Newburg,127,145,87.59,85.01 - 90.00%,"927 4th Ave
Grinnell, Iowa 50112
(41.743268012000044, -92.72292063099997)"
2009,2005,2718,Griswold,43,44,97.73,95.01 - 100.00%,"20 Madison
Griswold, Iowa 515350280
(41.238123121000456, -95.13578317999969)"
2010,2006,2718,Griswold,53,56,94.64,90.01 - 95.00%,"20 Madison
Griswold, Iowa 515350280
(41.238123121000456, -95.13578317999969)"
2011,2007,2718,Griswold,56,57,98.25,95.01 - 100.00%,"20 Madison
Griswold, Iowa 515350280
(41.238123121000456, -95.13578317999969)"
2012,2008,2718,Griswold,39,41,95.12,95.01 - 100.00%,"20 Madison
Griswold, Iowa 515350280
(41.238123121000456, -95.13578317999969)"
2013,2009,2718,Griswold,42,45,93.33,90.01 - 95.00%,"20 Madison
Griswold, Iowa 515350280
(41.238123121000456, -95.13578317999969)"
2014,2010,2718,Griswold,48,49,97.96,95.01 - 100.00%,"20 Madison
Griswold, Iowa 515350280
(41.23812312100006, -95.13578318099997)"
2009,2005,2727,Grundy Center,55,60,91.67,90.01 - 95.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300048, -92.77932556799965)"
2010,2006,2727,Grundy Center,55,58,94.83,90.01 - 95.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300048, -92.77932556799965)"
2011,2007,2727,Grundy Center,47,48,97.92,95.01 - 100.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300048, -92.77932556799965)"
2012,2008,2727,Grundy Center,55,57,96.49,95.01 - 100.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300048, -92.77932556799965)"
2013,2009,2727,Grundy Center,47,49,95.92,95.01 - 100.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300048, -92.77932556799965)"
2014,2010,2727,Grundy Center,41,44,93.18,90.01 - 95.00%,"1301 12th St
Grundy Center, Iowa 50638
(42.35582173300003, -92.77932556799999)"
2009,2005,2754,Guthrie Center,43,44,97.73,95.01 - 100.00%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446000494, -94.49671831299969)"
2010,2006,2754,Guthrie Center,54,55,98.18,95.01 - 100.00%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446000494, -94.49671831299969)"
2011,2007,2754,Guthrie Center,46,52,88.46,85.01 - 90.00%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446000494, -94.49671831299969)"
2012,2008,2754,Guthrie Center,40,44,90.91,90.01 - 95.00%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446000494, -94.49671831299969)"
2013,2009,2754,Guthrie Center,33,34,97.06,95.01 - 100.00%,"906 School St
Guthrie Center, Iowa 50115
(41.668573446000494, -94.49671831299969)"
2014,2010,2754,Guthrie Center,40,42,95.24,95.01 - 100.00%,"906 School St
Guthrie Center, Iowa 50115
(41.66857344600004, -94.49671831299997)"
2009,2005,2772,Hamburg,18,21,85.71,85.01 - 90.00%,"105 E St
Hamburg, Iowa 51640
(40.604677609000476, -95.65970557299966)"
2010,2006,2772,Hamburg,27,29,93.10,90.01 - 95.00%,"105 E St
Hamburg, Iowa 51640
(40.604677609000476, -95.65970557299966)"
2011,2007,2772,Hamburg,14,16,87.50,85.01 - 90.00%,"105 E St
Hamburg, Iowa 51640
(40.604677609000476, -95.65970557299966)"
2009,2005,2781,Hampton-Dumont,84,98,85.71,85.01 - 90.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.75261157300048, -93.19842124499968)"
2010,2006,2781,Hampton-Dumont,85,92,92.39,90.01 - 95.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.75261157300048, -93.19842124499968)"
2011,2007,2781,Hampton-Dumont,91,95,95.79,95.01 - 100.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.75261157300048, -93.19842124499968)"
2012,2008,2781,Hampton-Dumont,99,105,94.29,90.01 - 95.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.75261157300048, -93.19842124499968)"
2013,2009,2781,Hampton-Dumont,80,83,96.39,95.01 - 100.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.75261157300048, -93.19842124499968)"
2014,2010,2781,Hampton-Dumont,71,78,91.03,90.01 - 95.00%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.752611572000035, -93.19842124499996)"
2009,2005,2826,Harlan,154,164,93.90,90.01 - 95.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300049, -95.33779424899967)"
2010,2006,2826,Harlan,132,145,91.03,90.01 - 95.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300049, -95.33779424899967)"
2011,2007,2826,Harlan,129,136,94.85,90.01 - 95.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300049, -95.33779424899967)"
2012,2008,2826,Harlan,104,110,94.55,90.01 - 95.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300049, -95.33779424899967)"
2013,2009,2826,Harlan,115,120,95.83,95.01 - 100.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300049, -95.33779424899967)"
2014,2010,2826,Harlan,120,129,93.02,90.01 - 95.00%,"2102 Durant
Harlan, Iowa 51537
(41.65672359300004, -95.33779424899996)"
2009,2005,2834,Harmony,29,34,85.29,85.01 - 90.00%,"602 Eighth Street
Bonaparte, Iowa 52620
(40.70412008700049, -91.80095470799967)"
2010,2006,2834,Harmony,36,38,94.74,90.01 - 95.00%,"602 Eighth Street
Bonaparte, Iowa 52620
(40.70412008700049, -91.80095470799967)"
