reviews,search_term,title,location,summary
127 reviews,Data Engineer,Engineering Manager - San Francisco,"San Francisco, CA","Full stack engineer, Manager:. You understand how to use data to make decisions. Solid knowledge of data structures and algorithms and excellent programming..."
,Data Engineer,Data Scientist,"Mountain View, CA","Easy to use and deploy, Arimo Data Intelligence Platform runs on existing Hadoop data stores, allowing businesses to begin generating value from big data within..."
,Data Engineer,Software Engineer - TellApart (Data Products),,"
Software Engineer (Data Products). ​ ​Join us and work with (and hack alongside) engineers who have worked on internet-scale enterprise and consumer solutions..."
,Data Engineer,Software Engineer,,"
A strong knowledge of algorithms, data structures, and data modeling / management. Alation was founded in 2012 when a PhD engineer from Google, a designer from..."
9 reviews,Data Engineer,Software Engineer,,"
Experience with tools in the big data ecosystem such Hadoop/HDFS, Hive, Spark. As a Software Engineer, you'll be responsible for helping bring the Thumbtack..."
207 reviews,Data Engineer,Backend Engineer,,"
Optimal data transfer. Past experience converting scientific or data algorithms to higher performance. Design REST interfaces to hardware components with data..."
,Data Engineer,"Staff Software Engineer, Data",,"
Work with feature teams to create a scalable physical data model for very large data sets across diverse data sources (MySQL, Hadoop, NoSQL, etc. )...."
6 reviews,Data Engineer,Sr. Software Engineer - Kubernetes Container Platform,,"
$593B is spent each year connecting applications, data and devices, and the challenge is growing dramatically with the explosion of cloud, big data, mobile and..."
,Data Engineer,Senior Data Engineer,,"
Why would you want to be our Senior Data Engineer? Experience with data processing pipelines and modern data management systems...."
,Data Engineer,1015 Big Data Engineer,,"
Big Data Engineer. General Understanding of Hadoop Data Pipelines. Bay Area, CA...."
23 reviews,Data Engineer,Machine Learning & Data Science Engineer - TellApart (Data P...,,"
Machine Learning & Data Science Engineer:. Machine Learning & Data Science:. Data is at the core of everything we do at TellApart - we thrive and prosper based..."
,Data Engineer,Big Data DevOps Engineer,,"
Big Data DevOps Engineer:. Installing, Upgrading, and Administering big data technologies, such as Hadoop, Spark, Machine Learning, Kafka, Storm, Hive, Ambari,..."
64 reviews,Data Engineer,Software Engineer-WLAN,"San Jose, CA",Engineers need to be able to identify and. Engineer will need to acquire in-depth knowledge of all products that group maintains and develops....
,Data Engineer,Data Engineer,"San Francisco, CA","and grow your career. Autonomy, flexibility and a flat corporate structure. Plum is leading the transformation of commercial real estate lending through"
,Data Engineer,Sr. Java Developer (Back-End),"San Francisco, CA","We are looking for a Java engineer that will primarily work on the backend of a data collection system, as well as discrete Java application development...."
6 reviews,Data Engineer,Database Engineer,"San Mateo, CA","Data Warehousing exposure. Experience optimizing data models and database schemas, and SQL for distributed applications...."
6 reviews,Data Engineer,Software Engineer - Analytics,"San Mateo, CA",To be working in a team of smart/talented engineers who are building a big data platform that will be scalable in to the petabytes of data....
20 reviews,Data Engineer,Python Developer at Drone Software Startup,,"
Connecting drone operators to customers, workflow management, creating 3D models from drone-collected data, photogrammetry, and drone operator education...."
4 reviews,Data Engineer,Metadata and Services Platform Software Engineer (Fresh Grad...,,"
The engineers in this team have a passion for solving complex problems, designing object data models to represent complex application data, and building..."
2 reviews,Data Engineer,"Software Engineer, DevOps",,"
Practice Fusion connects doctors, patients and data to drive better health and save lives. Practice Fusion is looking for a talented Software Engineer who is..."
3 reviews,Data Engineer,Senior Distributed Data Engineer,,"
Contributor to a large data scaling project such as:. Help teams adapt their code to scale better i.e. write code and with data modeling Requirements...."
,Data Engineer,Sr. Front End Developer,,"
Individual contributor within a team of back-end and UI engineers. As Senior Front End Developer you will be leading the development of an HTML5 User Interface..."
16 reviews,Data Engineer,"Senior Software Engineer, Data Layer",,"
Senior Software Engineer, Data Layer. Familiarity with NoSQL data models and structured data (JSON/XML)...."
41 reviews,Data Engineer,Full Stack Engineer,,"
Design data models for SQL and NoSQL databases and caches (MySQL, MongoDB, Redis). Experience modeling and implementing scalable and robust data storage in any..."
4 reviews,Data Engineer,"Senior Python Engineer, Data",,"
Experience with Data Science and/or Big Data. Help operating our highly-available data infrastructure...."
,Data Engineer,Python Backend Software Engineer,,"
Experience at the senior engineer level with technical project lead duties. Solid understanding of data structures, coding standards, best practices, software..."
,Data Engineer,Technical Lead/Principal Engineer,,"
Technical Lead/Principal Engineer. Architect flexible data transformations and enable instant reporting on terabyte-sized data sets...."
12 reviews,Data Engineer,Director of Data Engineering,"San Francisco, CA","Experience with Google Cloud data stack:. Experience hiring, developing, managing and retaining engineers. Excellent data modeling experience in SQL and NoSQL...."
,Data Engineer,Data Engineer,"San Francisco, CA","and grow your career. Autonomy, flexibility and a flat corporate structure. Plum is leading the transformation of commercial real estate lending through"
31 reviews,Data Engineer,Big Data Engineer/ Senior Data Engineer,"San Francisco, CA",Big Data team is looking for an experienced Data Engineer who has a passion to build data products and data systems....
